id,feature,sentence
7a2e2e8a-e47c-4196-8a5c-6ca31efaf951,Search by barcode,"Locate any warehouse document, simply by scanning the barcode."
0d50f181-ca32-4b7d-aee5-d500a23051a0,Reservation methods,"Choose from three methods— at confirmation, manual, or scheduled date—to manage available stock while considering customer priority."
df3f21c3-52c2-4bd3-a819-3dd292fd38aa,Forecast,"Forecasted report of on-hand, incoming, and outgoing stock while operations are happening in real-time. Calculate out-of-stock dates for products based on customer orders, shipment dates, and manufacturing orders so you can swiftly react to vendor order deadlines and lead times."
37b36e08-182c-4439-b495-2e1816cf96eb,Purchase orders,"Automatically create requests for quotation when stock forecasts fall below a defined threshold."
6780ed33-f1c3-4e7e-bce7-288a6410dfd3,Reordering rules,"Trigger purchases, inter-warehouse transfers, and manufacturing orders based on customizable rules for minimum and maximum stock."
a3425b00-0066-44cb-8caf-28f6b18d943b,Lead times,"Manage your just-in-time inventory (JIT) with a comprehensive and integrated variety of lead planning inputs that get factored in on every order."
c34dedab-d569-4a51-bfcc-2a4ce93cb821,Make-to-order,"Trigger purchase and manufacturing orders upon sales order confirmation. Customizable routes for warehouses, products, and orders."
f7d39d21-eb1a-42ac-aabe-d234b497b7c2,Quotation to shipment,"Track every step of your product's journey, from vendor to customer in granular detail. At the confirmation of a sales order, purchase orders, warehouse transfers, and delivery orders are triggered to procure and release products to the customer."
e12f11f1-1fd1-4f8c-a791-67f2f73cfd70,Lots/serial numbers,"View a dedicated report to track products from supplier to customer. Rich product identity records enable advanced tracing into after-sales services."
0a898e3f-78ca-4fd0-8e1b-a2d61e38d251,Perpetual inventory valuation,"Real-time accounting records generated for a product from stock purchases, scraps, and other inventory actions."
e27e5eb4-827e-4cd0-adbb-b12fc51bca60,Audit trail,"Log all user actions: such as stock moves, counts, adjustments, approvals of adjustments, and record modifications."
a9446f39-cf30-4144-a36d-c70559145250,Types,"Categorize products into three types: storable, consumable (not stockable), and services (not stockable)."
a74c90fe-7f13-4ef3-afe7-3169a6b4f826,Expiration dates,"Automatic reminders and picking priority determined by best removal and expiration dates."
45fa45fb-e865-4846-a674-5a3c0ea1b40f,Variants,"Customize product variants for customer preferences and make data-driven purchasing decisions with real-time stock counts for each variant and components."
c409f06b-478b-40c3-ae05-766440af2ea3,Custom fields,"Add custom fields on warehouse transfer documents, products, and even serial numbers for additional traceability."
a15908cd-42ef-4cda-8fb4-3732eb4acd19,Vendor pricelist,"Upload vendor price lists with product descriptions, prices, and delivery times."
0fa53523-7376-45a3-8b38-3b02df533195,Shipping labels,"Generate shipping labels for integrated carriers: Fedex, DHL, UPS, USPS, Bpost, Sendcloud (EU), Easypost (North America), and Shiprocket (India)."
1e207c52-8a22-40d4-a017-2340a0a74778,Costing methods,"Supports first-in, first out (FIFO), average cost (AVCO), and standard price costing methods."
9c60f7c8-a78b-43d1-9de9-0d40677655f4,Valuation methods,Supports continental or Anglo-Saxon accounting.
0143aef8-853a-437b-ab2c-57351aff104a,Perpetual inventory valuation,"Real-time accounting records generated for a product from stock purchases, scraps, and other inventory actions."
47d4e880-a6d5-4b96-953c-75de6f050947,Landed costs,"Generate real-time cost reports based on vendor bills, taxes, tariffs, fuel surcharges, and other handling fees. Automatically generates an accounting record for end-of-quarter reporting and price adjustments."
a5581765-19f0-45a0-9e3e-02655d7e1bdc,Double entry inventory,"Full stock moves report to map and trace product moves from supplier to customer."
818843f0-05f4-4f65-978e-97ac34c2b0b9,Modify posted records,"Lock or unlock any warehouse document (receipt/picking/manufacturing order) after it is posted to correct any mistakes in product consumption or prices."
26aa8e53-bbd0-4d58-9217-11195d016150,Stock aging report,"Monitor how long items have been in the warehouse. Quantities are sorted by receipt date, allowing you to stay informed about products nearing expiration."
91970922-b6cc-49f4-be08-86b4195e5a62,Returns,"Integrate with the Sales app to generate display return instructions, and printable barcode of the order and defined return location in the Customer Portal. Keeps the customer informed with timestamps and return status, right on the Customer Portal."
0ce27743-0a17-438f-ad0b-cba91348bc7b,Calculate shipping,"Integrate with third-party shipping carriers to calculate cost of shipping based on product weights, and customer address."
0e86f153-8b8f-4d3f-b29a-2113eb3d7177,Blanket Orders,"Get the best prices for materials by scheduling recurring orders with pre-defined vendors, order quantities, and expected arrival dates. (Integration with Purchase app)"
8e57fff4-3ae3-41a2-b803-2e01f167a436,Quality checks,"Set up recurring inspection checks at any point of your warehouse flow: reception, returns, subcontracting, etc."
317aa592-387f-4d84-b709-984f1b923f85,Development,"Customize and adapt Odoo to your business needs by using the API to integrate with third-party logistics (3PL) services, as well as with hardware devices like scales, barcode scanners, and RFID (Radio-Frequency Identification) systems."
5d20748f-f686-49f2-9e79-7ef36402e42a,Rental,"Manage pickups, packing, shipping, and return of rental products, directly in Inventory."
